gender;SeniorCitizen;Partner;Dependents;tenure;customerID;Churn;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
Male;1;No;No;1;2424-WVHPL;No;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;74.7;74.7
Male;1;Yes;No;44;2428-HYUNX;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19.35;847.25
Male;0;No;No;10;2428-ZMCTB;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.75;208.25
Male;0;No;No;72;2429-AYKKO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.85;1434.1
Male;0;No;No;66;2430-RRYUW;No;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Mailed check;54.8;3465.7
Male;0;Yes;No;24;2430-USGXP;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101.05;2391.8
Male;0;No;No;18;2432-TFSMK;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Credit card (automatic);89.6;1633.0
Male;0;No;No;22;2433-KMEAS;Yes;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;54.45;1127.35
Female;0;Yes;No;64;2434-EEVDB;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);94.6;5948.7
Female;0;Yes;Yes;22;2436-QBZFP;No;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;39.2;849.9
Male;1;Yes;No;38;2439-LYPMQ;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102.6;4009.2
Male;0;No;No;5;2439-QKJUL;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.25;109.8
Female;1;No;No;6;2446-BEGGB;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98.25;560.6
Male;0;No;No;1;2446-PLQVO;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.3;70.3
Male;0;Yes;No;18;2446-ZKVAF;No;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);56.8;1074.65
Female;0;No;No;11;2450-ZKEED;No;Yes;No;DSL;No;No;Yes;Yes;No;No;One year;No;Bank transfer (automatic);53.8;651.55
Male;1;No;No;67;2451-YMUXS;No;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);64.55;4250.1
Male;1;No;No;67;2452-KDRRH;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);101.4;6841.05
Female;1;Yes;No;72;2452-MRMZF;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25.7;1937.4
Female;0;No;No;47;2452-SNHFZ;No;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);75.45;3545.1
Female;1;No;No;54;2453-SAFNS;No;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;One year;No;Mailed check;72.1;3886.05
Female;1;Yes;No;12;2454-RPBRZ;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;98.1;1060.2
Female;0;No;No;31;2455-USLMV;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);84.75;2613.4
Female;0;No;No;11;2458-EOMRE;No;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;No;Bank transfer (automatic);64.05;733.95
Female;1;No;No;40;2460-FPSYH;Yes;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;55.8;2109.35
Male;1;Yes;Yes;11;2460-NGXBJ;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);75.2;775.3
Male;0;No;No;5;2462-XIIJB;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;92.5;452.7
Male;0;No;No;1;2465-BLLEU;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.75;19.75
Female;0;Yes;Yes;20;2466-FCCPT;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.7;395.6
Male;0;Yes;Yes;8;2466-NEJOJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.65;169.75
Male;0;No;No;1;2468-SJFLM;No;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;74.3;74.3
Female;1;No;No;72;2469-DTSGX;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;111.65;7943.45
Male;0;Yes;No;6;2472-OVKUP;Yes;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;91.0;531.0
Male;1;Yes;No;40;2474-BRUCM;Yes;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;101.85;4086.3
Female;0;Yes;No;23;2474-LCNUE;No;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);73.65;1642.75
Male;0;No;No;30;2475-MROZF;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);95.0;2852.4
Female;0;No;No;29;2476-YGEFM;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);76.0;2215.25
Male;0;Yes;No;59;2478-EEWWM;No;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;44.3;2666.75
Male;1;Yes;No;41;2479-BRAMR;Yes;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);83.75;3273.55
Female;1;Yes;No;58;2480-EJWYP;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);97.8;5458.8
Female;0;Yes;No;1;2480-JZOSN;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.65;20.65
Male;0;Yes;Yes;4;2480-SQIOB;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44.8;169.65
Female;0;No;Yes;61;2481-SBOYW;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25.0;1498.35
Male;0;No;No;10;2482-CZGBB;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.0;740.0
Female;0;No;No;39;2483-XSSMZ;No;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Electronic check;47.85;1886.4
Female;0;Yes;Yes;31;2484-DGXPZ;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.55;658.95
Female;0;Yes;No;2;2485-ITVKB;Yes;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35.1;68.75
Male;0;Yes;No;31;2486-WYVVE;No;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;79.3;2484.0
Male;0;No;No;4;2495-INZWQ;Yes;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;44.55;174.3
Female;0;No;No;33;2495-KZNFB;No;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;90.65;2989.6
Female;0;No;Yes;4;2495-TTHBQ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20.4;84.75
Female;0;Yes;Yes;32;2498-XLDZR;No;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Mailed check;73.6;2316.85
Female;1;Yes;No;72;2499-AJYUA;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);110.8;7882.25
Male;0;No;No;11;2501-XWWTZ;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70.2;760.05
Male;1;Yes;No;23;2504-DSHIH;No;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;86.8;1975.85
Female;0;No;No;6;2506-CLAKW;Yes;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);98.15;567.45
Female;1;Yes;No;1;2506-TNFCO;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.55;69.55
Male;0;No;No;15;2507-QZPQS;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;No;Electronic check;95.7;1451.1
Male;0;Yes;No;72;2509-TFPJU;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25.75;1864.2
Female;0;Yes;Yes;35;2511-ALLCS;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.3;821.6
Male;0;Yes;Yes;50;2511-MORQY;No;Yes;Yes;DSL;No;No;Yes;No;No;No;One year;No;Bank transfer (automatic);54.9;2614.1
Male;0;No;No;1;2514-GINMM;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79.5;79.5
Female;1;No;No;2;2516-VQRRV;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;75.45;158.4
Female;0;Yes;Yes;41;2516-XSJKX;No;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;78.45;3126.45
Male;1;No;No;33;2519-ERQOJ;No;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;54.6;1803.7
Male;0;No;Yes;38;2519-FAKOD;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99.25;3777.15
Male;1;Yes;No;60;2519-LBNQL;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;104.35;6339.45
Male;0;Yes;Yes;25;2519-TWKFS;No;Yes;Yes;DSL;No;No;No;Yes;No;No;One year;Yes;Mailed check;55.1;1466.1
Male;0;Yes;No;70;2521-NPUZR;No;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);101.0;7085.5
Male;0;Yes;No;60;2522-AHJXR;No;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);109.45;6572.85
Female;1;Yes;No;34;2522-WLNSF;No;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);64.2;2106.3
Female;0;Yes;No;27;2523-EWWZL;No;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;76.1;2093.4
Female;0;No;No;60;2525-GVKQU;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.6;1093.0
Male;1;Yes;No;17;2528-HFYZX;Yes;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;76.45;1233.4
Female;0;Yes;No;71;2530-ENDWQ;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);93.7;6585.35
Male;0;Yes;Yes;56;2530-FMFXO;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;103.2;5873.75
Male;0;Yes;No;61;2533-QVMSK;Yes;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Two year;Yes;Electronic check;94.1;5638.3
Male;0;Yes;Yes;15;2533-TIBIX;No;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);30.2;469.65
Female;0;Yes;No;70;2535-PBCGC;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);64.55;4504.9
Female;0;No;Yes;1;2538-OIMXF;No;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;24.7;24.7
Male;0;Yes;Yes;42;2541-YGPKE;No;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;No;Credit card (automatic);63.7;2763.35
Female;0;No;No;1;2542-HYGIQ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.95;19.95
Female;1;No;No;2;2545-EBUPK;No;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84.05;186.05
Male;0;Yes;No;72;2545-LXYVJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.7;1492.1
Male;0;Yes;No;52;2546-KZAAT;No;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;75.4;3865.45
Female;0;Yes;Yes;57;2550-AEVRU;No;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Electronic check;53.45;3053.0
Male;0;No;No;7;2550-QHZGP;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.5;128.6
Male;0;No;No;47;2558-BUOZZ;No;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;No;Bank transfer (automatic);94.8;4535.85
Female;0;No;No;65;2560-PPCHE;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);105.05;6744.25
Female;0;Yes;Yes;72;2560-QTSBS;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);23.3;1623.15
Male;0;No;No;68;2560-WBWXF;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24.15;1498.85
Male;0;No;No;1;2565-JSLRY;Yes;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;24.05;24.05
Male;0;No;No;4;2568-BRGYX;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.2;237.95
Female;0;Yes;No;37;2568-OIADY;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99.5;3762.0
Female;0;No;No;72;2569-WGERO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);21.15;1419.4
Male;1;Yes;No;48;2573-GYRUU;No;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);91.05;4370.75
Female;0;Yes;Yes;7;2575-GFSOE;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.0;506.9
Female;0;No;No;1;2576-HXMPA;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.55;19.55
Male;0;Yes;Yes;35;2577-GVSIL;No;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);73.45;2661.1
Male;0;No;No;44;2578-JQPHZ;No;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);100.1;4378.35
Female;0;Yes;No;37;2580-ASVVY;No;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Two year;No;Electronic check;45.4;1593.1
Female;0;Yes;Yes;65;2580-ATZSQ;No;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);61.35;3874.1
Female;0;Yes;Yes;59;2581-VKIRT;No;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;65.5;3801.3
Female;0;No;No;22;2582-FFFZR;No;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;50.6;1073.3
Male;0;No;Yes;1;2585-KTFRE;No;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);70.45;70.45
Male;0;Yes;No;54;2586-CWXVV;No;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;30.4;1621.35
Male;0;No;No;44;2587-EKXTS;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;111.5;4915.15
Female;0;Yes;Yes;6;2587-YNLES;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.1;100.35
Female;0;No;No;50;2589-AYCRP;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.75;989.05
Male;0;No;No;13;2592-HODOV;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19.3;259.65
Male;0;No;No;3;2592-SEIFQ;Yes;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;24.75;66.95
Female;0;No;No;1;2592-YKDIF;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.35;20.35
Male;0;No;Yes;27;2595-KIWPV;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.7;509.3
Male;0;Yes;Yes;71;2599-CIPQE;No;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);109.3;7782.85
Male;0;Yes;No;14;2599-CZABP;No;Yes;No;DSL;No;No;No;No;No;No;One year;No;Electronic check;44.6;641.25
Male;0;No;No;31;2603-HVKCG;No;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101.4;3143.65
Female;0;Yes;No;20;2604-IJPDU;No;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;96.55;1901.65
Female;0;No;No;12;2604-XVDAM;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);43.8;540.95
Male;0;No;Yes;40;2606-PKWJB;No;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;40.25;1564.05
Male;0;No;No;6;2606-RMDHZ;Yes;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);30.5;208.7
Male;0;Yes;Yes;72;2607-DHDAK;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19.8;1414.65
Male;0;No;No;1;2607-FBDFF;No;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);49.0;49.0
Female;0;No;No;4;2608-BHKFN;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);70.05;266.9
Female;0;No;No;1;2609-IAICY;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;77.15;77.15
Male;0;Yes;No;64;2612-PHGOX;No;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);76.1;4818.8
Female;0;No;No;12;2612-RANWT;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);100.15;1164.3
Male;0;No;No;4;2612-RRIDN;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;81.0;340.85
Male;1;Yes;No;71;2615-YVMYX;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;107.5;7713.55
Male;0;No;No;64;2616-FLVQC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.55;1240.15
Male;0;Yes;No;33;2616-UUTFK;No;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);72.75;2447.45
Female;0;No;No;1;2619-WFQWU;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70.15;70.15
Female;0;Yes;No;3;2621-UDNLU;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.85;72.0
Female;0;Yes;No;70;2623-DRYAM;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;101.75;7069.3
Female;0;Yes;No;51;2625-TRCZQ;No;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;49.65;2553.35
Male;0;Yes;Yes;4;2626-URJFX;Yes;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;50.9;225.6
Male;0;Yes;Yes;67;2626-VEEWG;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19.4;1284.2
Female;0;Yes;Yes;68;2632-IVXVF;No;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);111.75;7511.3
Female;0;Yes;No;62;2632-TACXW;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);23.65;1416.75
Male;1;Yes;No;66;2632-UCGVD;Yes;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);100.05;6871.9
Male;1;Yes;No;53;2634-HCZGT;Yes;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;Yes;Electronic check;60.05;3229.65
Female;1;No;No;1;2636-ALXXZ;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.6;69.6
Male;0;Yes;No;4;2636-OHFMN;Yes;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;48.55;201.0
Male;0;No;No;64;2636-SJDOU;No;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);84.3;5289.05
Female;0;Yes;No;3;2637-FKFSY;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;46.1;130.15
Male;1;No;No;71;2639-UGMAZ;No;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;56.45;3985.35
Male;0;No;No;2;2640-LYMOV;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.65;38.8
Male;0;No;Yes;27;2640-PMGFL;Yes;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;79.5;2180.55
Male;1;No;No;9;2642-DTVCO;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85.05;746.5
Female;0;Yes;Yes;36;2642-MAWLJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.25;717.95
Male;0;No;No;7;2645-QTLMB;Yes;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.25;669.0
Male;0;Yes;No;65;2649-HWLYB;No;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);76.15;4929.55
Male;0;Yes;Yes;33;2650-GYRYL;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19.45;600.25
Male;0;No;No;54;2651-ZCBXV;No;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108.0;5760.65
Female;0;No;No;1;2654-VBVPB;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19.9;19.9
