InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;customerID;Churn
Fiber optic;No;No;No;No;No;No;2077-MPJQO;No
Fiber optic;No;No;No;No;No;No;2079-FBMZK;Yes
Fiber optic;No;Yes;Yes;No;Yes;Yes;2080-CAZNM;No
Fiber optic;No;Yes;No;No;No;No;2080-GKCWQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2080-SRCDE;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2081-KJSQF;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2081-VEYEH;No
DSL;No;No;No;No;No;No;2082-CEFLT;Yes
Fiber optic;No;No;Yes;No;No;Yes;2082-OJVTK;Yes
Fiber optic;No;No;Yes;No;Yes;Yes;2085-BOJKI;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2085-JVGAD;No
DSL;No;Yes;Yes;No;No;No;2087-QAREY;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;2088-IEBAU;No
DSL;No;Yes;No;Yes;Yes;Yes;2091-GPPIQ;No
DSL;No;No;No;Yes;Yes;Yes;2091-MJTFX;Yes
Fiber optic;No;No;No;No;No;No;2091-RFFBA;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2096-XOTMO;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2097-YVPKN;No
DSL;No;No;Yes;Yes;Yes;No;2100-BDNSN;Yes
Fiber optic;No;No;No;No;No;No;2101-RANCD;No
DSL;No;No;No;No;No;No;2103-ZRXFN;No
Fiber optic;No;No;Yes;Yes;No;Yes;2105-PHWON;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2107-FBPTK;No
DSL;No;No;Yes;No;No;No;2108-GLPQB;No
DSL;Yes;Yes;No;No;No;No;2108-XWMPY;Yes
DSL;No;Yes;No;No;No;No;2108-YKQTY;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2111-DWYHN;No
Fiber optic;No;No;No;No;Yes;Yes;2114-MGINA;Yes
Fiber optic;No;No;No;No;No;No;2115-BFTIW;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2120-SMPEX;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2121-JAFOM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2122-SZZZD;No
Fiber optic;Yes;No;No;No;No;No;2122-YWVYA;No
Fiber optic;No;No;Yes;No;Yes;No;2123-AGEEN;No
DSL;No;No;Yes;Yes;Yes;No;2123-VSCOT;No
DSL;No;Yes;Yes;Yes;Yes;Yes;2126-GSEGL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2129-ALKBS;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;2133-TSRRM;No
Fiber optic;No;Yes;No;No;Yes;No;2135-DQWAQ;No
DSL;No;No;No;No;No;No;2135-RXIHG;Yes
DSL;Yes;Yes;No;No;Yes;No;2137-DQMEV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2138-VFAPZ;No
Fiber optic;No;No;Yes;Yes;Yes;No;2139-FQHLM;No
DSL;No;Yes;No;No;Yes;Yes;2141-RRYGO;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2143-LJULT;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;2144-BFDSO;No
DSL;Yes;No;Yes;No;No;No;2144-ESWKO;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2146-EGVDT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2150-OEGBV;No
DSL;Yes;Yes;Yes;No;No;No;2150-UWTFY;Yes
DSL;No;Yes;No;No;Yes;No;2150-WLKUW;No
Fiber optic;Yes;No;Yes;Yes;No;Yes;2153-MREFK;Yes
Fiber optic;No;Yes;No;No;No;No;2154-KVJFF;Yes
DSL;No;No;No;Yes;No;No;2155-AMQRX;No
DSL;No;No;Yes;No;Yes;Yes;2157-MXBJS;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2159-TURXX;No
DSL;Yes;Yes;No;Yes;No;No;2160-GPFXD;No
DSL;No;Yes;Yes;Yes;No;No;2162-FRZAA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2164-SOQXL;No
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;2165-VOEGB;Yes
DSL;Yes;Yes;Yes;Yes;Yes;Yes;2167-FQSTQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2169-RRLFW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2171-UDMFD;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2172-EJXVF;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;2176-LVPNX;No
DSL;Yes;Yes;No;Yes;No;No;2176-OSJUV;No
Fiber optic;No;No;No;No;No;No;2178-PMGCJ;No
Fiber optic;No;No;Yes;No;Yes;Yes;2180-DXNEG;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2181-TIDSV;No
DSL;Yes;No;Yes;No;No;No;2181-UAESM;No
DSL;Yes;Yes;No;No;No;No;2186-QZEYA;No
DSL;No;Yes;No;No;No;Yes;2187-LZGPL;Yes
Fiber optic;No;No;No;No;No;Yes;2187-PKZAY;No
DSL;Yes;Yes;No;No;No;No;2188-SXWVT;No
DSL;Yes;No;No;Yes;Yes;Yes;2189-UXTKY;Yes
Fiber optic;No;Yes;No;No;No;Yes;2189-WWOEW;Yes
Fiber optic;No;No;No;Yes;No;No;2190-BCXEC;No
Fiber optic;Yes;Yes;No;No;No;Yes;2190-PHBHR;No
DSL;Yes;Yes;Yes;No;No;Yes;2192-CKRLV;No
DSL;Yes;No;No;Yes;No;Yes;2192-OZITF;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2193-SFWQW;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;2194-IIQOF;No
DSL;Yes;No;No;No;No;Yes;2195-VVRJF;No
Fiber optic;No;No;Yes;No;No;Yes;2195-ZRVAX;Yes
DSL;No;Yes;Yes;No;Yes;Yes;2197-OMWGI;No
DSL;No;Yes;Yes;No;Yes;Yes;2200-DSAAL;No
Fiber optic;No;No;Yes;No;Yes;No;2202-CUYXZ;Yes
DSL;Yes;No;No;Yes;No;No;2202-OUTMO;No
Fiber optic;No;No;Yes;No;No;No;2203-GHNWN;No
Fiber optic;Yes;Yes;No;Yes;No;No;2205-LPVGL;No
Fiber optic;No;No;No;No;Yes;No;2205-YMZZJ;Yes
DSL;No;Yes;No;No;No;No;2207-NHRJK;Yes
DSL;Yes;No;No;No;No;No;2207-OBZNX;Yes
Fiber optic;No;No;Yes;Yes;Yes;No;2207-QPJED;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2207-RYYRL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2208-MPXIO;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2208-NKVVH;No
Fiber optic;Yes;Yes;No;No;No;No;2208-NQBCT;No
Fiber optic;No;Yes;No;No;Yes;Yes;2208-UGTGR;No
DSL;No;No;No;No;No;No;2209-XADXF;No
DSL;No;Yes;Yes;Yes;Yes;Yes;2211-RMNHO;No
DSL;No;Yes;Yes;No;No;Yes;2212-LYASK;No
Fiber optic;No;No;No;No;Yes;No;2215-ZAFGX;No
DSL;No;No;No;No;No;No;2219-MVUSO;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2220-IAHLS;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2223-GDSHL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2223-KAGMX;Yes
Fiber optic;Yes;Yes;Yes;Yes;No;No;2225-ZRGSG;Yes
DSL;Yes;No;Yes;Yes;Yes;Yes;2226-ICFDO;No
Fiber optic;No;Yes;No;Yes;Yes;Yes;2227-JRSJX;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2228-BZDEE;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2229-DPMBI;No
DSL;No;No;Yes;No;No;No;2229-VWQJH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2230-XTUWL;No
DSL;No;No;No;No;Yes;No;2232-DMLXU;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2233-FAGXV;No
DSL;Yes;No;Yes;No;Yes;No;2233-TXSIU;No
DSL;Yes;Yes;No;Yes;Yes;Yes;2234-EOFPT;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2234-XADUH;No
DSL;No;No;No;No;Yes;Yes;2235-DWLJU;No
DSL;Yes;Yes;Yes;Yes;Yes;No;2235-EZAIK;No
DSL;No;No;No;No;No;No;2235-ZGKPT;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2236-HILPA;No
Fiber optic;Yes;No;Yes;Yes;Yes;No;2237-ZFSMY;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2239-CFOUJ;No
DSL;Yes;Yes;No;Yes;No;No;2239-CGBUZ;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2239-JALAW;Yes
Fiber optic;No;Yes;No;No;No;No;2240-HSJQD;No
Fiber optic;Yes;No;No;No;No;No;2242-MFOTG;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2243-FNMMI;No
DSL;No;Yes;No;Yes;Yes;Yes;2245-ADZFJ;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2249-YPRNG;Yes
Fiber optic;Yes;Yes;No;No;No;No;2250-IVBWA;No
DSL;Yes;Yes;Yes;Yes;No;Yes;2251-PYLPB;No
Fiber optic;No;No;Yes;No;Yes;No;2252-ISRNH;No
Fiber optic;Yes;No;Yes;No;Yes;Yes;2252-JHJGE;No
DSL;Yes;Yes;No;Yes;Yes;Yes;2252-NKNSI;No
DSL;Yes;Yes;Yes;Yes;No;No;2253-KPMNB;No
Fiber optic;No;Yes;No;No;No;No;2254-DLXRI;No
DSL;No;No;Yes;Yes;Yes;Yes;2256-YLYLP;No
DSL;No;No;No;Yes;Yes;No;2257-BOVXD;No
DSL;No;No;Yes;Yes;No;No;2259-OUUSZ;No
Fiber optic;No;No;No;No;No;No;2260-USTRB;Yes
Fiber optic;No;No;No;No;No;No;2262-SLNVK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2263-SFSQZ;No
Fiber optic;Yes;No;No;No;Yes;Yes;2265-CYWIV;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2266-FUBDZ;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2266-SJNAT;No
Fiber optic;Yes;Yes;No;No;No;Yes;2267-FPIMA;No
Fiber optic;No;Yes;Yes;No;No;Yes;2267-WTPYD;No
Fiber optic;Yes;Yes;Yes;Yes;No;No;2270-CHBFN;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2272-JKMSI;No
Fiber optic;No;No;No;No;No;No;2272-QAGFO;Yes
DSL;Yes;Yes;No;Yes;Yes;Yes;2272-UOINI;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;2272-WUSPA;No
DSL;No;No;No;Yes;No;No;2273-QCKXA;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;2274-XUATA;No
DSL;No;No;No;No;No;No;2275-RBYQS;No
Fiber optic;No;No;No;No;No;No;2276-YDAVZ;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2277-AXSDC;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2277-BKJKN;No
Fiber optic;No;No;No;Yes;Yes;Yes;2277-DJJDL;No
DSL;No;No;No;No;No;No;2277-VWCNI;No
Fiber optic;No;Yes;No;Yes;No;Yes;2279-AXJJK;No
DSL;Yes;No;Yes;Yes;No;No;2282-YGNOR;No
Fiber optic;No;No;Yes;Yes;Yes;Yes;2284-VFLKH;No
DSL;No;Yes;Yes;Yes;Yes;Yes;2292-XQWSV;No
Fiber optic;No;No;Yes;No;Yes;Yes;2293-IJWPS;No
DSL;No;No;No;No;Yes;Yes;2294-DMMUS;No
Fiber optic;No;Yes;Yes;Yes;No;No;2294-SALNE;No
DSL;Yes;Yes;Yes;No;No;Yes;2296-DKZFP;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2300-RQGOI;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2302-ANTDP;Yes
DSL;No;Yes;Yes;No;Yes;Yes;2302-OUZXB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2303-PJYHN;No
Fiber optic;No;No;No;Yes;No;No;2305-MRGLV;No
Fiber optic;Yes;No;Yes;Yes;Yes;Yes;2307-FYNNL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2308-STERM;No
DSL;No;No;No;No;No;Yes;2309-OSFEU;Yes
Fiber optic;No;Yes;Yes;No;Yes;No;2311-QYMUQ;Yes
DSL;Yes;Yes;Yes;Yes;No;Yes;2314-TNDJQ;No
DSL;Yes;No;No;Yes;No;No;2316-ESMLS;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2320-JRSDE;Yes
DSL;No;No;Yes;Yes;Yes;No;2320-SLKMB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2320-TZRRH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2320-YKQBO;No
DSL;Yes;Yes;No;Yes;Yes;Yes;2321-OMBXY;Yes
Fiber optic;Yes;Yes;No;No;No;Yes;2322-VCZHZ;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2323-ARSVR;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2324-AALNO;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2324-EFHVG;No
Fiber optic;Yes;No;No;No;No;No;2325-NBPZG;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2325-WINES;No
DSL;Yes;No;No;No;Yes;Yes;2325-ZUSFD;Yes
Fiber optic;No;Yes;No;Yes;No;No;2330-PQGDQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2332-EFBJY;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2332-TODQS;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2333-KWEWW;No
DSL;Yes;No;Yes;Yes;No;No;2335-GSODA;No
DSL;Yes;No;No;No;No;No;2338-BQEZT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2342-CKIAO;No
Fiber optic;No;Yes;Yes;Yes;Yes;No;2344-JMOGN;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2346-CZYIL;No
DSL;No;No;No;No;No;No;2346-DJQTB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2346-LOCWC;No
Fiber optic;Yes;No;Yes;No;No;Yes;2347-WKKAE;No
DSL;Yes;Yes;Yes;No;No;No;2348-KCJLT;No
DSL;Yes;No;Yes;No;Yes;Yes;2351-BKRZW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2351-RRBUE;No
Fiber optic;No;No;Yes;Yes;Yes;Yes;2357-COQEK;Yes
Fiber optic;No;No;Yes;No;Yes;Yes;2359-KLTEK;No
Fiber optic;No;Yes;No;No;No;No;2359-KMGLI;Yes
Fiber optic;Yes;No;Yes;Yes;Yes;Yes;2359-QWQUL;Yes
Fiber optic;Yes;No;Yes;No;Yes;Yes;2360-RDGRO;No
DSL;No;Yes;No;Yes;No;No;2361-FJWNO;No
DSL;Yes;Yes;No;Yes;No;Yes;2361-UPSND;No
Fiber optic;No;No;No;No;No;Yes;2362-IBOOY;Yes
DSL;No;Yes;Yes;Yes;Yes;Yes;2363-BJLSL;No
DSL;Yes;Yes;No;Yes;Yes;No;2364-UFROM;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2368-GAKKQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2369-FEVNO;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2369-UAPKZ;Yes
Fiber optic;No;No;No;No;Yes;Yes;2371-JQHZZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2371-JUNGC;No
Fiber optic;Yes;Yes;No;No;Yes;Yes;2371-KFUOG;No
DSL;No;No;No;No;No;No;2372-HWUHI;Yes
DSL;No;No;No;No;Yes;Yes;2373-NTKOD;No
Fiber optic;Yes;No;No;No;No;Yes;2378-HTWFW;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2378-VTKDH;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;2378-YIZKA;No
Fiber optic;No;Yes;No;No;Yes;No;2379-ENZGV;Yes
Fiber optic;No;Yes;Yes;No;Yes;No;2379-GYFLQ;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2380-DAMQP;No
Fiber optic;No;No;Yes;No;Yes;Yes;2382-BCKQJ;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2384-OVPSA;No
DSL;No;No;No;No;Yes;No;2386-LAHRK;Yes
Fiber optic;No;No;No;Yes;Yes;Yes;2386-OWURY;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2387-KDZQY;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2388-LAESQ;No
DSL;No;No;Yes;Yes;Yes;No;2391-IPLOP;No
DSL;Yes;No;No;No;No;No;2391-SOORI;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2393-DIVAI;No
Fiber optic;No;No;No;No;Yes;No;2397-BRLOM;Yes
Fiber optic;No;No;No;No;No;No;2398-YPMUR;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2400-FEQME;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;2400-XIWIO;No
Fiber optic;No;Yes;Yes;No;No;No;2402-TAIRZ;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2403-BCASL;Yes
DSL;Yes;No;Yes;Yes;Yes;Yes;2404-JIBFC;No
DSL;Yes;Yes;No;Yes;No;Yes;2405-LBMUW;No
DSL;No;Yes;Yes;Yes;No;No;2408-PSJVE;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;2408-TZMJL;Yes
DSL;No;No;No;No;No;Yes;2408-WITXK;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2410-CIYFZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2418-TPEUN;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2419-FSORS;No
Fiber optic;No;No;No;Yes;No;No;2424-WVHPL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2428-HYUNX;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2428-ZMCTB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2429-AYKKO;No
DSL;Yes;Yes;No;No;No;No;2430-RRYUW;No
Fiber optic;No;No;Yes;No;Yes;Yes;2430-USGXP;Yes
Fiber optic;No;No;Yes;No;Yes;No;2432-TFSMK;No
DSL;Yes;No;No;No;No;No;2433-KMEAS;Yes
Fiber optic;Yes;No;Yes;No;Yes;No;2434-EEVDB;No
DSL;No;Yes;No;No;Yes;No;2436-QBZFP;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;2439-LYPMQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2439-QKJUL;No
Fiber optic;No;Yes;No;No;Yes;Yes;2446-BEGGB;Yes
Fiber optic;No;No;No;No;No;No;2446-PLQVO;Yes
DSL;No;Yes;No;No;No;No;2446-ZKVAF;No
DSL;No;No;Yes;Yes;No;No;2450-ZKEED;No
DSL;Yes;Yes;No;Yes;No;No;2451-YMUXS;No
Fiber optic;No;No;Yes;No;Yes;Yes;2452-KDRRH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2452-MRMZF;No
Fiber optic;Yes;No;No;No;No;No;2452-SNHFZ;No
DSL;No;Yes;No;Yes;Yes;No;2453-SAFNS;No
Fiber optic;No;Yes;Yes;No;Yes;No;2454-RPBRZ;Yes
Fiber optic;Yes;No;Yes;No;No;No;2455-USLMV;No
DSL;Yes;No;Yes;No;No;Yes;2458-EOMRE;No
DSL;Yes;Yes;No;No;Yes;Yes;2460-FPSYH;Yes
Fiber optic;No;No;No;No;No;No;2460-NGXBJ;No
Fiber optic;No;No;Yes;No;Yes;No;2462-XIIJB;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2465-BLLEU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2466-FCCPT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2466-NEJOJ;No
Fiber optic;No;No;No;Yes;No;No;2468-SJFLM;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2469-DTSGX;No
Fiber optic;No;Yes;Yes;No;No;Yes;2472-OVKUP;Yes
Fiber optic;Yes;No;No;No;Yes;Yes;2474-BRUCM;Yes
DSL;No;No;No;Yes;Yes;Yes;2474-LCNUE;No
Fiber optic;Yes;Yes;Yes;Yes;No;No;2475-MROZF;No
Fiber optic;No;No;No;No;No;No;2476-YGEFM;No
DSL;No;No;No;No;Yes;Yes;2478-EEWWM;No
Fiber optic;Yes;No;Yes;No;No;No;2479-BRAMR;Yes
Fiber optic;No;Yes;No;No;Yes;Yes;2480-EJWYP;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2480-JZOSN;No
DSL;No;No;No;No;No;No;2480-SQIOB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2481-SBOYW;No
Fiber optic;No;No;No;No;No;No;2482-CZGBB;Yes
DSL;Yes;No;No;No;No;No;2483-XSSMZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2484-DGXPZ;Yes
DSL;No;No;No;No;No;Yes;2485-ITVKB;Yes
DSL;No;No;Yes;Yes;Yes;Yes;2486-WYVVE;No
DSL;No;No;No;No;Yes;Yes;2495-INZWQ;Yes
Fiber optic;Yes;No;No;No;No;Yes;2495-KZNFB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2495-TTHBQ;No
DSL;Yes;Yes;Yes;Yes;No;Yes;2498-XLDZR;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2499-AJYUA;No
